label,S0_sum,s1,s2,s3
POL_in,3.0,1.0,0.0,0.0
el#0_LC,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073
el#1_A,3.000000000000002,0.9307909890766848,0.24101564269801165,-0.26151507951587816
el#2_C,3.000000000000003,0.9655191313118839,0.24602821826499854,0.0005106624800857828
