case,"LC_only CR(30,45)","best CR(30,45)",improve vs LC,best A_scale,best ReC_nm,best A_base_deg,best A_kind,"LC_only CR(70,45)","best CR(70,45)",LC_only CR00,best CR00,LC_only global minCR,best global minCR,LC_only global p5CR,best global p5CR
LC/A/C (abs),107.88587165473055,893.6242506547042,8.283051681823444,0.75,80.0,90.0,upper,3.2210865280330143,4.946869617662108,19752.167753316917,19762.910165707213,5.474328956138388,17.40245198237544,8.087409249627367,31.154558401951604
