update_idx,best_CR,A_scale,ReC_nm,A_base_deg,A_kind,S0_POL_in,s1_POL_in,s2_POL_in,s3_POL_in,S0_el#0_LC,s1_el#0_LC,s2_el#0_LC,s3_el#0_LC,S0_el#1_A,s1_el#1_A,s2_el#1_A,s3_el#1_A,S0_el#2_C,s1_el#2_C,s2_el#2_C,s3_el#2_C
81,154.43874670037707,0.3,45.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9863085790287497,0.05852605998629157,-0.14964551385008026,3.0000000000000036,0.9978870349847936,0.06019726615204717,-0.008917647264760667
82,154.70133230243124,0.3,50.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9863085790287497,0.05852605998629157,-0.14964551385008026,3.0000000000000036,0.9979309973022743,0.06020361156600503,0.006789356922151373
83,155.60386510537467,0.35,30.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9817582374875613,0.07348330020086624,-0.17014391918671704,3.0000000000000027,0.9936655752080722,0.07520197636043341,-0.07664103385652354
84,162.67615650192636,0.35,35.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9817582374875613,0.07348330020086624,-0.17014391918671704,3.0000000000000027,0.9947831480885098,0.07536328411127337,-0.060960451557967164
85,168.63457890748367,0.35,40.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9817582374875613,0.07348330020086624,-0.17014391918671704,3.0000000000000027,0.9956519499524052,0.0754886848587715,-0.04526310451917199
86,173.15909162152815,0.35,45.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9817582374875613,0.07348330020086624,-0.17014391918671704,3.000000000000003,0.9962717332564709,0.07557814287313189,-0.02955308748344911
87,175.9822890870872,0.35,50.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9817582374875613,0.07348330020086624,-0.17014391918671704,3.0000000000000027,0.9966423175301844,0.07563163210567835,-0.013834498927931784
88,176.92626620514577,0.35,55.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9817582374875613,0.07348330020086624,-0.17014391918671704,3.0000000000000027,0.99676358943068,0.0756491361967774,0.0018885600748675322
89,186.16848113648982,0.4,40.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9766619723437014,0.0902350233987623,-0.1889579943453211,3.000000000000003,0.9929408365504454,0.09258467505672859,-0.06427318477097287
90,194.48904476254287,0.4,45.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9766619723437014,0.0902350233987623,-0.1889579943453211,3.0000000000000036,0.9938600395617367,0.09271735058323083,-0.04856570753153455
91,201.03848039327764,0.4,50.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9766619723437014,0.0902350233987623,-0.1889579943453211,3.0000000000000027,0.9945300622875609,0.09281406003351024,-0.03284476657218481
92,205.38057203887664,0.4,55.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9766619723437014,0.0902350233987623,-0.1889579943453211,3.0000000000000018,0.9949507118339221,0.09287477556571681,-0.017114463044669775
93,207.20140709935092,0.4,60.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9766619723437014,0.0902350233987623,-0.1889579943453211,3.0000000000000036,0.9951218624784719,0.09289947903339246,-0.0013789008975903408
94,218.282871011443,0.45,45.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9710740517309004,0.10860284703333878,-0.2059112509664297,3.0000000000000044,0.9906797032088696,0.11143267907294967,-0.06577666623015668
95,230.07639182880186,0.45,50.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9710740517309004,0.10860284703333878,-0.2059112509664297,3.0000000000000036,0.9916190192824971,0.11156825766994034,-0.05006259652878952
96,239.58568397381646,0.45,55.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9710740517309004,0.10860284703333878,-0.2059112509664297,3.0000000000000036,0.992309060860149,0.11166785659259273,-0.03433479356981591
97,246.07937698838322,0.45,60.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9710740517309004,0.10860284703333878,-0.2059112509664297,3.0000000000000036,0.9927496316122331,0.11173144750317093,-0.01859735987006588
98,249.00480826459247,0.45,65.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9710740517309004,0.10860284703333878,-0.2059112509664297,3.0000000000000027,0.9929406023999787,0.11175901176209903,-0.0028544007858062035
99,262.8086787050395,0.5,50.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9650536886895602,0.1283921343589561,-0.2208483097090966,3.0000000000000036,0.9879425326297513,0.1316958544115332,-0.0653294851988945
100,279.8502564811982,0.5,55.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9650536886895602,0.1283921343589561,-0.2208483097090966,3.000000000000002,0.9888693718010853,0.1318296321227995,-0.04961385878162316
101,293.77646692650194,0.5,60.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9650536886895602,0.1283921343589561,-0.2208483097090966,3.000000000000003,0.9895469356591557,0.13192743004176205,-0.033884792545023704
102,303.313025814975,0.5,65.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9650536886895602,0.1283921343589561,-0.2208483097090966,3.0000000000000027,0.9899750340754009,0.13198922072572672,-0.018146388600354387
103,307.47503986977483,0.5,70.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000018,0.9650536886895602,0.1283921343589561,-0.2208483097090966,3.0000000000000036,0.9901535440983196,0.132014986428173,-0.0024027517707930646
104,325.41589812185896,0.55,55.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.958664333322905,0.14939432115533066,-0.23363656280457776,3.000000000000002,0.9846708993841161,0.15314804563436515,-0.06281502399912299
105,350.5063188267835,0.55,60.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.958664333322905,0.14939432115533066,-0.23363656280457776,3.0000000000000036,0.9855507993818257,0.15327504825949956,-0.047104422375555045
106,371.01213073017635,0.55,65.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.958664333322905,0.14939432115533066,-0.23363656280457776,3.0000000000000027,0.9861815431949568,0.15336608828707476,-0.03138126847327311
107,384.61890585142027,0.55,70.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.958664333322905,0.14939432115533066,-0.23363656280457776,3.0000000000000027,0.9865629570464008,0.1534211406345257,-0.015649661756687135
108,389.5625460724133,0.55,75.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.958664333322905,0.14939432115533066,-0.23363656280457776,3.0000000000000036,0.9866949342811634,0.15344018990753,8.629590425997017e-05
109,413.94105244325425,0.6,60.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9519729171690863,0.1713893995208574,-0.2441675527604221,3.000000000000004,0.9808066791988312,0.17555119458826313,-0.05814272596105544
110,451.154881036132,0.6,65.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9519729171690863,0.1713893995208574,-0.2441675527604221,3.0000000000000027,0.9816037560278339,0.17566624271871048,-0.042445290571602255
111,480.8878073757431,0.6,70.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9519729171690863,0.1713893995208574,-0.2441675527604221,3.000000000000003,0.9821519423812389,0.17574536660338655,-0.026736807649158766
112,498.8277864193539,0.6,75.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9519729171690863,0.1713893995208574,-0.2441675527604221,3.0000000000000036,0.9824510913565778,0.17578854503874652,-0.011021371300649258
113,501.959664413768,0.6,80.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000027,0.9519729171690863,0.1713893995208574,-0.2441675527604221,3.0000000000000036,0.9825011230691814,0.1757957664944314,0.004696922452942103
114,536.3520293498357,0.65,65.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000036,0.9450490595195926,0.19414852675066677,-0.2523580509845382,3.0000000000000036,0.9762935833028421,0.19865828530490698,-0.051248982467907135
115,589.9378100461201,0.65,70.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000036,0.9450490595195926,0.19414852675066677,-0.2523580509845382,3.000000000000004,0.9769709960954975,0.1987560614194549,-0.03557439464674726
116,629.7809234716708,0.65,75.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000036,0.9450490595195926,0.19414852675066677,-0.2523580509845382,3.0000000000000044,0.977399956815919,0.19881797656630673,-0.019890896085824665
117,648.1915206345432,0.65,80.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.0000000000000036,0.9450490595195926,0.19414852675066677,-0.2523580509845382,3.000000000000004,0.9775803561873059,0.19884401497271476,-0.004202572366727909
118,689.8946857545312,0.7,70.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9379642458776667,0.21743672579211804,-0.25815082406001083,3.0000000000000027,0.9710786838064192,0.22221638320517503,-0.042097629180743744
119,757.9255574389433,0.7,75.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9379642458776667,0.21743672579211804,-0.25815082406001083,3.0000000000000027,0.9715991070384884,0.22229149982845697,-0.02645705597425556
120,799.2078400436002,0.7,80.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9379642458776667,0.21743672579211804,-0.25815082406001083,3.0000000000000036,0.9718717142914717,0.22233084729618005,-0.010810347339153443
121,803.1764904116341,0.7,85.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9379642458776667,0.21743672579211804,-0.25815082406001083,3.000000000000003,0.9718964447465333,0.22233441682990196,0.004838423270446213
122,832.9428248108933,0.75,75.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9307909890766848,0.24101564269801165,-0.26151507951587816,3.0000000000000027,0.9651138979751088,0.2459697278709806,-0.030680047855023113
123,893.6242506547042,0.75,80.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9307909890766848,0.24101564269801165,-0.26151507951587816,3.0000000000000027,0.9654399940947304,0.24601679579159189,-0.015086054430914892
124,909.7076398305525,0.75,85.0,90.0,upper,3.0,1.0,0.0,0.0,3.000000000000001,0.9998797196084066,0.013916922892227901,-0.0032946179912229073,3.000000000000002,0.9307909890766848,0.24101564269801165,-0.26151507951587816,3.000000000000003,0.9655191313118839,0.24602821826499854,0.0005106624800857828
