A_scale,ReA_nm,ReC_nm,best_CR,best_A_base_deg,best_A_kind
0.55,85.25,5.0,115.245585341154,90.0,upper
0.55,85.25,10.0,127.5457741949626,90.0,upper
0.55,85.25,15.0,141.5536400542676,90.0,upper
0.55,85.25,20.0,157.48667111906974,90.0,upper
0.55,85.25,25.0,175.5504702295719,90.0,upper
0.55,85.25,30.0,195.90526234439818,90.0,upper
0.55,85.25,35.0,218.61145526965439,90.0,upper
0.55,85.25,40.0,243.54816345045043,90.0,upper
0.55,85.25,45.0,270.30313399479223,90.0,upper
0.55,85.25,50.0,298.0453193417796,90.0,upper
0.55,85.25,55.0,325.41589812185896,90.0,upper
0.55,85.25,60.0,350.5063188267835,90.0,upper
0.55,85.25,65.0,371.01213073017635,90.0,upper
0.55,85.25,70.0,384.61890585142027,90.0,upper
0.55,85.25,75.0,389.5625460724133,90.0,upper
0.55,85.25,80.0,385.1551041156988,90.0,upper
0.55,85.25,85.0,372.0108772640604,90.0,upper
0.55,85.25,90.0,351.84400034080113,90.0,upper
0.55,85.25,95.0,326.9531855167711,90.0,upper
0.55,85.25,100.0,299.6563839264015,90.0,upper
0.55,85.25,105.0,271.8916164748781,90.0,upper
0.55,85.25,110.0,245.05044134988879,90.0,upper
0.55,85.25,115.0,219.99212413278644,90.0,upper
0.55,85.25,120.0,197.14975241417986,90.0,upper
0.55,85.25,125.0,176.65787807314877,90.0,upper
0.55,85.25,130.0,158.46409785698373,90.0,upper
0.55,85.25,135.0,142.41223478410774,90.0,upper
0.55,85.25,140.0,128.2982060103703,90.0,upper
0.55,85.25,145.0,115.90455334835319,90.0,upper
0.55,85.25,150.0,105.02008891008316,90.0,upper
0.55,85.25,155.0,95.44991537005166,90.0,upper
0.55,85.25,160.0,87.019587798556,90.0,upper
0.55,85.25,165.0,79.57591531634257,90.0,upper
0.55,85.25,170.0,72.98597278124416,90.0,upper
0.55,85.25,175.0,67.13526692625395,90.0,upper
0.55,85.25,180.0,61.925600763467834,90.0,upper
0.55,85.25,185.0,57.2729331698064,90.0,upper
0.55,85.25,190.0,53.10538322517151,90.0,upper
0.55,85.25,195.0,49.361443760624994,90.0,upper
0.55,85.25,200.0,45.98842132558587,90.0,upper
0.55,85.25,205.0,42.94109503027944,90.0,upper
0.55,85.25,210.0,40.18057500446891,90.0,upper
0.55,85.25,215.0,37.67333682718634,90.0,upper
0.55,85.25,220.0,35.39040784014153,90.0,upper
0.55,85.25,225.0,33.30668279110517,90.0,upper
0.55,85.25,230.0,31.400348644853548,90.0,upper
0.55,85.25,235.0,29.652401034387783,90.0,upper
0.55,85.25,240.0,28.04623738460113,90.0,upper
0.55,85.25,245.0,26.567314073490472,90.0,upper
0.55,85.25,250.0,25.202857045556758,90.0,upper
0.55,85.25,255.0,23.941617051724137,90.0,upper
0.55,85.25,260.0,22.773662178542835,90.0,upper
0.55,85.25,265.0,21.690201576092058,90.0,upper
0.55,85.25,270.0,20.68343533139735,90.0,upper
0.55,85.25,275.0,19.746426293863014,90.0,upper
0.55,85.25,280.0,18.8729903698649,90.0,upper
0.6,93.0,-280.0,5.412660416027597,90.0,upper
0.6,93.0,-275.0,5.546151876941682,90.0,upper
0.6,93.0,-270.0,5.685709417142763,90.0,upper
0.6,93.0,-265.0,5.831694033125752,90.0,upper
0.6,93.0,-260.0,5.98449412806207,90.0,upper
0.6,93.0,-255.0,6.144528032744229,90.0,upper
0.6,93.0,-250.0,6.312246800294837,90.0,upper
0.6,93.0,-245.0,6.4881373090005,90.0,upper
0.6,93.0,-240.0,6.672725712537634,90.0,upper
0.6,93.0,-235.0,6.866581282550758,90.0,upper
0.6,93.0,-230.0,7.070320695165116,90.0,upper
0.6,93.0,-225.0,7.2846128207321605,90.0,upper
0.6,93.0,-220.0,7.510184085120189,90.0,upper
0.6,93.0,-215.0,7.747824481415909,90.0,upper
0.6,93.0,-210.0,7.998394323288033,90.0,upper
0.6,93.0,-205.0,8.26283184583501,90.0,upper
0.6,93.0,-200.0,8.5421617769244,90.0,upper
0.6,93.0,-195.0,8.837505022352993,90.0,upper
0.6,93.0,-190.0,9.150089632250594,90.0,upper
0.6,93.0,-185.0,9.481263244795155,90.0,upper
0.6,93.0,-180.0,9.83250723745809,90.0,upper
0.6,93.0,-175.0,10.205452856832535,90.0,upper
0.6,93.0,-170.0,10.601899647067485,90.0,upper
0.6,93.0,-165.0,11.023836555837942,90.0,upper
0.6,93.0,-160.0,11.473466167865654,90.0,upper
0.6,93.0,-155.0,11.953232602061668,90.0,upper
0.6,93.0,-150.0,12.465853712891416,90.0,upper
0.6,93.0,-145.0,13.014358363965105,90.0,upper
0.6,93.0,-140.0,13.602129697681491,90.0,upper
0.6,93.0,-135.0,14.23295551602919,90.0,upper
0.6,93.0,-130.0,14.911087123309606,90.0,upper
0.6,93.0,-125.0,15.64130827298508,90.0,upper
0.6,93.0,-120.0,16.429016222670377,90.0,upper
0.6,93.0,-115.0,17.28031735223763,90.0,upper
0.6,93.0,-110.0,18.202140364304082,90.0,upper
0.6,93.0,-105.0,19.202370795372214,90.0,upper
0.6,93.0,-100.0,20.290011460339763,90.0,upper
0.6,93.0,-95.0,21.47537458611984,90.0,upper
0.6,93.0,-90.0,22.770312831179055,90.0,upper
0.6,93.0,-85.0,24.188498227984667,90.0,upper
0.6,93.0,-80.0,25.745760444236662,90.0,upper
0.6,93.0,-75.0,27.460498793520717,90.0,upper
0.6,93.0,-70.0,29.354186343101116,90.0,upper
0.6,93.0,-65.0,31.451989536470986,90.0,upper
0.6,93.0,-60.0,33.78353332346371,90.0,upper
0.6,93.0,-55.0,36.38385032597119,90.0,upper
0.6,93.0,-50.0,39.294563639425924,90.0,upper
0.6,93.0,-45.0,42.56536718963728,90.0,upper
0.6,93.0,-40.0,46.255885961438786,90.0,upper
0.6,93.0,-35.0,50.43802176249689,90.0,upper
0.6,93.0,-30.0,55.19891917881551,90.0,upper
0.6,93.0,-25.0,60.6447210168019,90.0,upper
0.6,93.0,-20.0,66.90532096453653,90.0,upper
0.6,93.0,-15.0,74.14035733249821,90.0,upper
0.6,93.0,-10.0,82.54671021305737,90.0,upper
0.6,93.0,-5.0,92.36773068327287,90.0,upper
0.6,93.0,0.0,103.90427136875704,90.0,upper
0.6,93.0,5.0,115.11139231861964,90.0,upper
0.6,93.0,10.0,128.02924986725367,90.0,upper
0.6,93.0,15.0,142.961054263506,90.0,upper
0.6,93.0,20.0,160.25519121966397,90.0,upper
0.6,93.0,25.0,180.29958975367154,90.0,upper
0.6,93.0,30.0,203.50314033329818,90.0,upper
0.6,93.0,35.0,230.25390109069969,90.0,upper
0.6,93.0,40.0,260.83878200399613,90.0,upper
0.6,93.0,45.0,295.3051274683388,90.0,upper
0.6,93.0,50.0,333.246847335945,90.0,upper
0.6,93.0,55.0,373.5188201633597,90.0,upper
0.6,93.0,60.0,413.94105244325425,90.0,upper
0.6,93.0,65.0,451.154881036132,90.0,upper
0.6,93.0,70.0,480.8878073757431,90.0,upper
0.6,93.0,75.0,498.8277864193539,90.0,upper
0.6,93.0,80.0,501.959664413768,90.0,upper
0.6,93.0,85.0,489.7239885133766,90.0,upper
0.6,93.0,90.0,464.2503724681393,90.0,upper
0.6,93.0,95.0,429.4993254135963,90.0,upper
0.6,93.0,100.0,389.8990831925493,90.0,upper
0.6,93.0,105.0,349.23908860278704,90.0,upper
0.6,93.0,110.0,310.17206961504195,90.0,upper
0.6,93.0,115.0,274.2268415014479,90.0,upper
0.6,93.0,120.0,242.0691240479888,90.0,upper
0.6,93.0,125.0,213.8034699694878,90.0,upper
0.6,93.0,130.0,189.21861230874575,90.0,upper
0.6,93.0,135.0,167.95467782504448,90.0,upper
0.6,93.0,140.0,149.6043666098401,90.0,upper
0.6,93.0,145.0,133.76808290650396,90.0,upper
0.6,93.0,150.0,120.0803384798677,90.0,upper
0.6,93.0,155.0,108.21963752773522,90.0,upper
0.6,93.0,160.0,97.90956730665624,90.0,upper
0.6,93.0,165.0,88.9156479549149,90.0,upper
0.6,93.0,170.0,81.04047745430992,90.0,upper
0.6,93.0,175.0,74.11850355714485,90.0,upper
0.6,93.0,180.0,68.0110685003762,90.0,upper
0.6,93.0,185.0,62.60199734973264,90.0,upper
0.6,93.0,190.0,57.79380521241221,90.0,upper
0.6,93.0,195.0,53.50450313115507,90.0,upper
0.6,93.0,200.0,49.66494124974654,90.0,upper
0.6,93.0,205.0,46.21661482642465,90.0,upper
0.6,93.0,210.0,43.10985951076347,90.0,upper
0.6,93.0,215.0,40.30236926169401,90.0,upper
0.6,93.0,220.0,37.757979344817,90.0,upper
0.6,93.0,225.0,35.44566601605943,90.0,upper
0.6,93.0,230.0,33.3387228797003,90.0,upper
0.6,93.0,235.0,31.4140811761274,90.0,upper
0.6,93.0,240.0,29.651747366807626,90.0,upper
0.6,93.0,245.0,28.034336429328874,90.0,upper
0.6,93.0,250.0,26.546683391888354,90.0,upper
0.6,93.0,255.0,25.175518971140974,90.0,upper
0.6,93.0,260.0,23.9091978669869,90.0,upper
0.6,93.0,265.0,22.737470432600954,90.0,upper
0.6,93.0,270.0,21.651290178914323,90.0,upper
0.6,93.0,275.0,20.64265097319847,90.0,upper
0.6,93.0,280.0,19.704448919112707,90.0,upper
0.65,100.75,-280.0,5.3766232404265475,90.0,upper
0.65,100.75,-275.0,5.508448021265145,90.0,upper
0.65,100.75,-270.0,5.646245382848791,90.0,upper
0.65,100.75,-265.0,5.790369737560302,90.0,upper
0.65,100.75,-260.0,5.9412023547145,90.0,upper
0.65,100.75,-255.0,6.09915382839393,90.0,upper
0.65,100.75,-250.0,6.264666813269813,90.0,upper
0.65,100.75,-245.0,6.4382190620777076,90.0,upper
0.65,100.75,-240.0,6.620326803236005,90.0,upper
0.65,100.75,-235.0,6.811548502689604,90.0,upper
0.65,100.75,-230.0,7.012489060570318,90.0,upper
0.65,100.75,-225.0,7.223804500856204,90.0,upper
0.65,100.75,-220.0,7.4462072210840855,90.0,upper
0.65,100.75,-215.0,7.680471879564675,90.0,upper
0.65,100.75,-210.0,7.927442009758175,90.0,upper
0.65,100.75,-205.0,8.188037465843497,90.0,upper
0.65,100.75,-200.0,8.463262820484152,90.0,upper
0.65,100.75,-195.0,8.754216855880367,90.0,upper
0.65,100.75,-190.0,9.062103313038424,90.0,upper
0.65,100.75,-185.0,9.38824309256626,90.0,upper
0.65,100.75,-180.0,9.734088134181581,90.0,upper
0.65,100.75,-175.0,10.101237242682858,90.0,upper
0.65,100.75,-170.0,10.491454176855575,90.0,upper
0.65,100.75,-165.0,10.906688376495167,90.0,upper
0.65,100.75,-160.0,11.349098773705709,90.0,upper
0.65,100.75,-155.0,11.82108122073751,90.0,upper
0.65,100.75,-150.0,12.325300171450095,90.0,upper
0.65,100.75,-145.0,12.864725381565707,90.0,upper
0.65,100.75,-140.0,13.442674549960714,90.0,upper
0.65,100.75,-135.0,14.06286301664657,90.0,upper
0.65,100.75,-130.0,14.729461872173566,90.0,upper
0.65,100.75,-125.0,15.447166129962575,90.0,upper
0.65,100.75,-120.0,16.22127498302973,90.0,upper
0.65,100.75,-115.0,17.057786629799576,90.0,upper
0.65,100.75,-110.0,17.96351073635456,90.0,upper
0.65,100.75,-105.0,18.946202338759107,90.0,upper
0.65,100.75,-100.0,20.014721924009066,90.0,upper
0.65,100.75,-95.0,21.179227621129442,90.0,upper
0.65,100.75,-90.0,22.451406963884807,90.0,upper
0.65,100.75,-85.0,23.844757658757075,90.0,upper
0.65,100.75,-80.0,25.37492934739934,90.0,upper
0.65,100.75,-75.0,27.06014168169894,90.0,upper
0.65,100.75,-70.0,28.921698388774594,90.0,upper
0.65,100.75,-65.0,30.98462274128523,90.0,upper
0.65,100.75,-60.0,33.27844743970419,90.0,upper
0.65,100.75,-55.0,35.83820200426825,90.0,upper
0.65,100.75,-50.0,38.70565424632834,90.0,upper
0.65,100.75,-45.0,41.93088043940682,90.0,upper
0.65,100.75,-40.0,45.57426305589193,90.0,upper
0.65,100.75,-35.0,49.70904752841696,90.0,upper
0.65,100.75,-30.0,54.42463323067049,90.0,upper
0.65,100.75,-25.0,59.83083221366686,90.0,upper
0.65,100.75,-20.0,66.06340607822158,90.0,upper
0.65,100.75,-15.0,73.29129013884247,90.0,upper
0.65,100.75,-10.0,81.72603517162909,90.0,upper
0.65,100.75,-5.0,91.63413174704377,90.0,upper
0.65,100.75,0.0,103.3529978787501,90.0,upper
0.65,100.75,5.0,114.82621933143099,90.0,upper
0.65,100.75,10.0,128.1674434290938,90.0,upper
0.65,100.75,15.0,143.7553386670932,90.0,upper
0.65,100.75,20.0,162.0496490217318,90.0,upper
0.65,100.75,25.0,183.60220565240755,90.0,upper
0.65,100.75,30.0,209.06135189466534,90.0,upper
0.65,100.75,35.0,239.1596861712598,90.0,upper
0.65,100.75,40.0,274.6661489163766,90.0,upper
0.65,100.75,45.0,316.26961053279507,90.0,upper
0.65,100.75,50.0,364.34370515619247,90.0,upper
0.65,100.75,55.0,418.53266331302086,90.0,upper
0.65,100.75,60.0,477.1289850410403,90.0,upper
0.65,100.75,65.0,536.3520293498357,90.0,upper
0.65,100.75,70.0,589.9378100461201,90.0,upper
0.65,100.75,75.0,629.7809234716708,90.0,upper
0.65,100.75,80.0,648.1915206345432,90.0,upper
0.65,100.75,85.0,641.1057771487657,90.0,upper
0.65,100.75,90.0,610.1277786299626,90.0,upper
0.65,100.75,95.0,561.6971298153635,90.0,upper
0.65,100.75,100.0,504.10358519422493,90.0,upper
0.65,100.75,105.0,444.61321430076924,90.0,upper
0.65,100.75,110.0,388.1195202858904,90.0,upper
0.65,100.75,115.0,337.18060233996925,90.0,upper
0.65,100.75,120.0,292.6739915831568,90.0,upper
0.65,100.75,125.0,254.49132254309973,90.0,upper
0.65,100.75,130.0,222.04761633990785,90.0,upper
0.65,100.75,135.0,194.5900257182897,90.0,upper
0.65,100.75,140.0,171.36058484407124,90.0,upper
0.65,100.75,145.0,151.66994322790745,90.0,upper
0.65,100.75,150.0,134.92265419715864,90.0,upper
0.65,100.75,155.0,120.6186036676615,90.0,upper
0.65,100.75,160.0,108.34411967545294,90.0,upper
0.65,100.75,165.0,97.75968621198268,90.0,upper
0.65,100.75,170.0,88.58753007956679,90.0,upper
0.65,100.75,175.0,80.60044513475596,90.0,upper
0.65,100.75,180.0,73.61227939165603,90.0,upper
0.65,100.75,185.0,67.47007955915132,90.0,upper
0.65,100.75,190.0,62.047713290565646,90.0,upper
0.65,100.75,195.0,57.240738801414125,90.0,upper
0.65,100.75,200.0,52.962296434199274,90.0,upper
0.65,100.75,205.0,49.13982343224363,90.0,upper
0.65,100.75,210.0,45.71242559847569,90.0,upper
0.65,100.75,215.0,42.628770597133894,90.0,upper
0.65,100.75,220.0,39.845394738050636,90.0,upper
0.65,100.75,225.0,37.325337554589005,90.0,upper
0.65,100.75,230.0,35.037036627251936,90.0,upper
0.65,100.75,235.0,32.95342951713533,90.0,upper
0.65,100.75,240.0,31.05122101731437,90.0,upper
0.65,100.75,245.0,29.310282814126122,90.0,upper
0.65,100.75,250.0,27.713159591825924,90.0,upper
0.65,100.75,255.0,26.24466103581353,90.0,upper
0.65,100.75,260.0,24.89152342814954,90.0,upper
0.65,100.75,265.0,23.642127848654308,90.0,upper
0.65,100.75,270.0,22.486264601132007,90.0,upper
0.65,100.75,275.0,21.41493553641716,90.0,upper
0.65,100.75,280.0,20.420187564997352,90.0,upper
0.7,108.5,-280.0,5.356470096619815,90.0,upper
0.7,108.5,-275.0,5.487261757047828,90.0,upper
0.7,108.5,-270.0,5.623965988745471,90.0,upper
0.7,108.5,-265.0,5.766932868150757,90.0,upper
0.7,108.5,-260.0,5.916538958891637,90.0,upper
0.7,108.5,-255.0,6.0731897431305475,90.0,upper
0.7,108.5,-250.0,6.23732231682301,90.0,upper
0.7,108.5,-245.0,6.409408382056794,90.0,upper
0.7,108.5,-240.0,6.589957574389468,90.0,upper
0.7,108.5,-235.0,6.77952116861975,90.0,upper
0.7,108.5,-230.0,6.978696212849748,90.0,upper
0.7,108.5,-225.0,7.188130148186111,90.0,upper
0.7,108.5,-220.0,7.4085259801867,90.0,upper
0.7,108.5,-215.0,7.640648078425166,90.0,upper
0.7,108.5,-210.0,7.885328692607473,90.0,upper
0.7,108.5,-205.0,8.14347528788311,90.0,upper
0.7,108.5,-200.0,8.416078818775262,90.0,upper
0.7,108.5,-195.0,8.704223081028578,90.0,upper
0.7,108.5,-190.0,9.009095304276844,90.0,upper
0.7,108.5,-185.0,9.331998176546099,90.0,upper
0.7,108.5,-180.0,9.674363525194249,90.0,upper
0.7,108.5,-175.0,10.037767919134225,90.0,upper
0.7,108.5,-170.0,10.423950505570016,90.0,upper
0.7,108.5,-165.0,10.834833452829564,90.0,upper
0.7,108.5,-160.0,11.272545441501814,90.0,upper
0.7,108.5,-155.0,11.739448731857635,90.0,upper
0.7,108.5,-150.0,12.238170440086805,90.0,upper
0.7,108.5,-145.0,12.771638783808795,90.0,upper
0.7,108.5,-140.0,13.343125214451995,90.0,upper
0.7,108.5,-135.0,13.95629354789719,90.0,upper
0.7,108.5,-130.0,14.615257444805243,90.0,upper
0.7,108.5,-125.0,15.324647890613955,90.0,upper
0.7,108.5,-120.0,16.089692698248324,90.0,upper
0.7,108.5,-115.0,16.916310524906976,90.0,upper
0.7,108.5,-110.0,17.811222485036648,90.0,upper
0.7,108.5,-105.0,18.782085190532573,90.0,upper
0.7,108.5,-100.0,19.837650003592543,90.0,upper
0.7,108.5,-95.0,20.987954510417712,90.0,upper
0.7,108.5,-90.0,22.244553799278414,90.0,upper
0.7,108.5,-85.0,23.620801167671146,90.0,upper
0.7,108.5,-80.0,25.1321905438432,90.0,upper
0.7,108.5,-75.0,26.796776396938327,90.0,upper
0.7,108.5,-70.0,28.63569151401258,90.0,upper
0.7,108.5,-65.0,30.67378913637969,90.0,upper
0.7,108.5,-60.0,32.940444120287864,90.0,upper
0.7,108.5,-55.0,35.470558782178195,90.0,upper
0.7,108.5,-50.0,38.3058339779159,90.0,upper
0.7,108.5,-45.0,41.49638625559323,90.0,upper
0.7,108.5,-40.0,45.10281973896896,90.0,upper
0.7,108.5,-35.0,49.1988997441681,90.0,upper
0.7,108.5,-30.0,53.87502822877141,90.0,upper
0.7,108.5,-25.0,59.24279491215235,90.0,upper
0.7,108.5,-20.0,65.44098036394492,90.0,upper
0.7,108.5,-15.0,72.64352921274377,90.0,upper
0.7,108.5,-10.0,81.07020600479295,90.0,upper
0.7,108.5,-5.0,91.00090666884542,90.0,upper
0.7,108.5,0.0,102.79493169112406,90.0,upper
0.7,108.5,5.0,114.39643269861324,90.0,upper
0.7,108.5,10.0,127.95972020676435,90.0,upper
0.7,108.5,15.0,143.91314128315685,90.0,upper
0.7,108.5,20.0,162.79246259500803,90.0,upper
0.7,108.5,25.0,185.26625378589003,90.0,upper
0.7,108.5,30.0,212.16231004718136,90.0,upper
0.7,108.5,35.0,244.48815757654992,90.0,upper
0.7,108.5,40.0,283.42928583450663,90.0,upper
0.7,108.5,45.0,330.29045399963996,90.0,upper
0.7,108.5,50.0,386.3132310001781,90.0,upper
0.7,108.5,55.0,452.256177241968,90.0,upper
0.7,108.5,60.0,527.5858502184388,90.0,upper
0.7,108.5,65.0,609.1897954132384,90.0,upper
0.7,108.5,70.0,689.8946857545312,90.0,upper
0.7,108.5,75.0,757.9255574389433,90.0,upper
0.7,108.5,80.0,799.2078400436002,90.0,upper
0.7,108.5,85.0,803.1764904116341,90.0,upper
0.7,108.5,90.0,768.7331647258344,90.0,upper
0.7,108.5,95.0,704.9321375780754,90.0,upper
0.7,108.5,100.0,625.6937708073091,90.0,upper
0.7,108.5,105.0,543.5553496243258,90.0,upper
0.7,108.5,110.0,466.6251860476308,90.0,upper
0.7,108.5,115.0,398.7134235805245,90.0,upper
0.7,108.5,120.0,340.75078579824975,90.0,upper
0.7,108.5,125.0,292.15701488119424,90.0,upper
0.7,108.5,130.0,251.7436058677105,90.0,upper
0.7,108.5,135.0,218.19859611366905,90.0,upper
0.7,108.5,140.0,190.30560526614363,90.0,upper
0.7,108.5,145.0,167.0205510328531,90.0,upper
0.7,108.5,150.0,147.48121452899687,90.0,upper
0.7,108.5,155.0,130.98945901929676,90.0,upper
0.7,108.5,160.0,116.9852351128056,90.0,upper
0.7,108.5,165.0,105.02070740375729,90.0,upper
0.7,108.5,170.0,94.73760394226514,90.0,upper
0.7,108.5,175.0,85.84852556315901,90.0,upper
0.7,108.5,180.0,78.12198333570983,90.0,upper
0.7,108.5,185.0,71.3706080327905,90.0,upper
0.7,108.5,190.0,65.4419297133123,90.0,upper
0.7,108.5,195.0,60.21118694054816,90.0,upper
0.7,108.5,200.0,55.57571724893706,90.0,upper
0.7,108.5,205.0,51.450571454432534,90.0,upper
0.7,108.5,210.0,47.76507298706349,90.0,upper
0.7,108.5,215.0,44.460107213285305,90.0,upper
0.7,108.5,220.0,41.48597583183741,90.0,upper
0.7,108.5,225.0,38.80069010100735,90.0,upper
0.7,108.5,230.0,36.36860621292395,90.0,upper
0.7,108.5,235.0,34.15932861606323,90.0,upper
0.7,108.5,240.0,32.146824167713596,90.0,upper
0.7,108.5,245.0,30.3087029810873,90.0,upper
0.7,108.5,250.0,28.625631720061254,90.0,upper
0.7,108.5,255.0,27.08085264816052,90.0,upper
0.7,108.5,260.0,25.659787529339525,90.0,upper
0.7,108.5,265.0,24.349709935533525,90.0,upper
0.7,108.5,270.0,23.13947296162698,90.0,upper
0.7,108.5,275.0,22.019282023894725,90.0,upper
0.7,108.5,280.0,20.98050450471104,90.0,upper
0.75,116.25,-280.0,5.351875340784147,90.0,upper
0.75,116.25,-275.0,5.482248043032123,90.0,upper
0.75,116.25,-270.0,5.61850539225328,90.0,upper
0.75,116.25,-265.0,5.760995260922505,90.0,upper
0.75,116.25,-260.0,5.91009180805011,90.0,upper
0.75,116.25,-255.0,6.0661978895178885,90.0,upper
0.75,116.25,-250.0,6.229747729839074,90.0,upper
0.75,116.25,-245.0,6.401209888178773,90.0,upper
0.75,116.25,-240.0,6.58109055617483,90.0,upper
0.75,116.25,-235.0,6.769937230560651,90.0,upper
0.75,116.25,-230.0,6.968342809948595,90.0,upper
0.75,116.25,-225.0,7.176950172548162,90.0,upper
0.75,116.25,-220.0,7.396457300264271,90.0,upper
0.75,116.25,-215.0,7.627623024784776,90.0,upper
0.75,116.25,-210.0,7.871273483209248,90.0,upper
0.75,116.25,-205.0,8.128309384840874,90.0,upper
0.75,116.25,-200.0,8.39971420738293,90.0,upper
0.75,116.25,-195.0,8.686563460466125,90.0,upper
0.75,116.25,-190.0,8.99003517781509,90.0,upper
0.75,116.25,-185.0,9.311421827216174,90.0,upper
0.75,116.25,-180.0,9.652143860730515,90.0,upper
0.75,116.25,-175.0,10.0137651674872,90.0,upper
0.75,116.25,-170.0,10.398010739358252,90.0,upper
0.75,116.25,-165.0,10.806786917686852,90.0,upper
0.75,116.25,-160.0,11.242204659298503,90.0,upper
0.75,116.25,-155.0,11.706606345141168,90.0,upper
0.75,116.25,-150.0,12.202596758694105,90.0,upper
0.75,116.25,-145.0,12.733078988339063,90.0,upper
0.75,116.25,-140.0,13.301296164032609,90.0,upper
0.75,116.25,-135.0,13.910880131304747,90.0,upper
0.75,116.25,-130.0,14.565908404404567,90.0,upper
0.75,116.25,-125.0,15.270971037663276,90.0,upper
0.75,116.25,-120.0,16.03124942585934,90.0,upper
0.75,116.25,-115.0,16.852609511425378,90.0,upper
0.75,116.25,-110.0,17.741712466094103,90.0,upper
0.75,116.25,-105.0,18.706146663115504,90.0,upper
0.75,116.25,-100.0,19.754585711317425,90.0,upper
0.75,116.25,-95.0,20.89697854782449,90.0,upper
0.75,116.25,-90.0,22.144779167816527,90.0,upper
0.75,116.25,-85.0,23.511225622939968,90.0,upper
0.75,116.25,-80.0,25.011680602085004,90.0,upper
0.75,116.25,-75.0,26.664049434332455,90.0,upper
0.75,116.25,-70.0,28.48929602033114,90.0,upper
0.75,116.25,-65.0,30.512083416297664,90.0,upper
0.75,116.25,-60.0,32.76157413838783,90.0,upper
0.75,116.25,-55.0,35.272436531649824,90.0,upper
0.75,116.25,-50.0,38.08611889959689,90.0,upper
0.75,116.25,-45.0,41.25247414430838,90.0,upper
0.75,116.25,-40.0,44.831846751466486,90.0,upper
0.75,116.25,-35.0,48.89777441722557,90.0,upper
0.75,116.25,-30.0,53.540513277406106,90.0,upper
0.75,116.25,-25.0,58.87167550907929,90.0,upper
0.75,116.25,-20.0,65.03038097455806,90.0,upper
0.75,116.25,-15.0,72.19148460963754,90.0,upper
0.75,116.25,-10.0,80.57666767197615,90.0,upper
0.75,116.25,-5.0,90.46949857526911,90.0,upper
0.75,116.25,0.0,102.23600551151014,90.0,upper
0.75,116.25,5.0,113.83094634506315,90.0,upper
0.75,116.25,10.0,127.41484657716268,90.0,upper
0.75,116.25,15.0,143.43495007262004,90.0,upper
0.75,116.25,20.0,162.45751552843086,90.0,upper
0.75,116.25,25.0,185.20044085294876,90.0,upper
0.75,116.25,30.0,212.5715305958882,90.0,upper
0.75,116.25,35.0,245.70820181511849,90.0,upper
0.75,116.25,40.0,286.00610357357937,90.0,upper
0.75,116.25,45.0,335.10605010211486,90.0,upper
0.75,116.25,50.0,394.7725593250832,90.0,upper
0.75,116.25,55.0,466.53374582554056,90.0,upper
0.75,116.25,60.0,550.866967702415,90.0,upper
0.75,116.25,65.0,645.6839518738964,90.0,upper
0.75,116.25,70.0,744.1531686710832,90.0,upper
0.75,116.25,75.0,832.9428248108933,90.0,upper
0.75,116.25,80.0,893.6242506547042,90.0,upper
0.75,116.25,85.0,909.7076398305525,90.0,upper
0.75,116.25,90.0,876.2628514478755,90.0,upper
0.75,116.25,95.0,803.2839273191722,90.0,upper
0.75,116.25,100.0,709.0887135498921,90.0,upper
0.75,116.25,105.0,610.7714817827743,90.0,upper
0.75,116.25,110.0,519.2479182959078,90.0,upper
0.75,116.25,115.0,439.37799919442847,90.0,upper
0.75,116.25,120.0,372.1038790426205,90.0,upper
0.75,116.25,125.0,316.4378910863278,90.0,upper
0.75,116.25,130.0,270.70329093981303,90.0,upper
0.75,116.25,135.0,233.15543876923692,90.0,upper
0.75,116.25,140.0,202.23585464291838,90.0,upper
0.75,116.25,145.0,176.64372047220542,90.0,upper
0.75,116.25,150.0,155.32870221075873,90.0,upper
0.75,116.25,155.0,137.45608409244787,90.0,upper
0.75,116.25,160.0,122.36674252982196,90.0,upper
0.75,116.25,165.0,109.54069430515976,90.0,upper
0.75,116.25,170.0,98.56677854308934,90.0,upper
0.75,116.25,175.0,89.118507264301,90.0,upper
0.75,116.25,180.0,80.93524209088753,90.0,upper
0.75,116.25,185.0,73.80767360068724,90.0,upper
0.75,116.25,190.0,67.56666325974409,90.0,upper
0.75,116.25,195.0,62.07466927216395,90.0,upper
0.75,116.25,200.0,57.21914222303783,90.0,upper
0.75,116.25,205.0,52.907418243399675,90.0,upper
0.75,116.25,210.0,49.06275120215199,90.0,upper
0.75,116.25,215.0,45.621213422390866,90.0,upper
0.75,116.25,220.0,42.52926117236129,90.0,upper
0.75,116.25,225.0,39.7418113215416,90.0,upper
0.75,116.25,230.0,37.22071304979783,90.0,upper
0.75,116.25,235.0,34.933526513851696,90.0,upper
0.75,116.25,240.0,32.85254133456934,90.0,upper
0.75,116.25,245.0,30.95398349124377,90.0,upper
0.75,116.25,250.0,29.21737104694756,90.0,upper
0.75,116.25,255.0,27.62498808044248,90.0,upper
0.75,116.25,260.0,26.16145300073905,90.0,upper
0.75,116.25,265.0,24.813362612528557,90.0,upper
0.75,116.25,270.0,23.568997284907297,90.0,upper
0.75,116.25,275.0,22.418075648743365,90.0,upper
0.75,116.25,280.0,21.351549630240587,90.0,upper
